epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
276,27197.7,0.79965,0.39917,0.00192,0.93332,0.89681,0.95784,0.81234,0.78258,0.39963,0.00411,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,27296.3,0.79546,0.39691,0.00192,0.93518,0.89761,0.9578,0.81216,0.78272,0.39936,0.00411,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,27394.5,0.79124,0.3932,0.0019,0.93514,0.89552,0.95782,0.81178,0.78172,0.40099,0.00411,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,27493.8,0.79082,0.39786,0.00191,0.93473,0.89668,0.95786,0.81158,0.7815,0.40015,0.0041,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,27591.7,0.78943,0.39658,0.00188,0.93503,0.89752,0.95779,0.81156,0.78138,0.39984,0.0041,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,27687.7,0.78594,0.39497,0.00191,0.93487,0.89763,0.95782,0.81133,0.78111,0.40008,0.00411,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,27785,0.79168,0.3968,0.00189,0.93306,0.89873,0.95779,0.81031,0.78047,0.40021,0.0041,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,27886,0.787,0.39459,0.00191,0.96012,0.87799,0.95785,0.81045,0.78086,0.40044,0.00411,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,27983.2,0.78777,0.39933,0.00192,0.961,0.87772,0.95773,0.811,0.78059,0.40027,0.0041,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,28079.2,0.7876,0.39294,0.00189,0.95895,0.87861,0.95769,0.81044,0.78067,0.39984,0.00411,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,28175.7,0.77519,0.3847,0.00186,0.9575,0.87929,0.95769,0.81071,0.7801,0.40006,0.0041,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,28272.8,0.7802,0.39176,0.00188,0.9598,0.87819,0.95773,0.81043,0.77962,0.40015,0.0041,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,28370.3,0.78238,0.39003,0.00189,0.9587,0.87881,0.95777,0.81024,0.77952,0.39953,0.0041,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,28467.4,0.77732,0.38855,0.00188,0.94993,0.88512,0.95784,0.81054,0.77928,0.39762,0.0041,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,28565,0.78425,0.39218,0.00186,0.95494,0.88351,0.95793,0.81182,0.77884,0.39725,0.0041,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,28663.1,0.74177,0.33848,0.00192,0.94655,0.89017,0.9577,0.81181,0.77842,0.39828,0.0041,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,28756.5,0.71329,0.33202,0.00182,0.94505,0.88979,0.95769,0.81168,0.77829,0.39761,0.00409,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,28852.4,0.69552,0.32528,0.00179,0.94439,0.89095,0.95766,0.81095,0.77842,0.39789,0.00409,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,28946.9,0.69429,0.31669,0.00176,0.94435,0.89106,0.95765,0.81055,0.77958,0.39671,0.0041,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,29040.1,0.69189,0.3198,0.00176,0.94397,0.89283,0.95743,0.81056,0.78013,0.3964,0.0041,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,29132.5,0.69004,0.31845,0.00175,0.94703,0.88757,0.95707,0.8107,0.77935,0.3968,0.00409,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,29226.8,0.68582,0.31568,0.00174,0.94232,0.89295,0.95725,0.81142,0.7788,0.39765,0.00409,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,29319.8,0.68517,0.31389,0.00174,0.94288,0.89222,0.95714,0.81128,0.77862,0.39772,0.00409,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,29413.6,0.67948,0.31196,0.00171,0.93964,0.89607,0.95739,0.81167,0.77871,0.39666,0.00409,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,29508.3,0.68072,0.3161,0.00172,0.94242,0.8928,0.95718,0.8119,0.77882,0.39552,0.00409,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
