epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,5955.02,0.81963,0.51965,0.90791,0.90567,0.877,0.94943,0.77277,0.75508,0.45612,0.88411,0.00736,0.00736,0.00736
82,6026.41,0.81691,0.51903,0.90621,0.92747,0.86406,0.94474,0.75039,0.75098,0.45348,0.88402,0.007327,0.007327,0.007327
83,6100.09,0.81519,0.51621,0.90615,0.93261,0.85875,0.94588,0.75013,0.75421,0.4542,0.88134,0.007294,0.007294,0.007294
84,6171.08,0.81475,0.51825,0.90592,0.93345,0.85474,0.94236,0.74884,0.75374,0.45187,0.88413,0.007261,0.007261,0.007261
85,6240.72,0.81021,0.51421,0.90626,0.92159,0.85603,0.94298,0.74956,0.7474,0.45274,0.88486,0.007228,0.007228,0.007228
86,6313.21,0.80716,0.50925,0.9014,0.92659,0.85885,0.94011,0.75275,0.74394,0.4497,0.88274,0.007195,0.007195,0.007195
87,6385.07,0.80653,0.51416,0.90461,0.9277,0.86066,0.94019,0.75159,0.74002,0.44797,0.88088,0.007162,0.007162,0.007162
88,6458.38,0.80986,0.51063,0.9034,0.92323,0.87534,0.94404,0.75722,0.73925,0.44636,0.88246,0.007129,0.007129,0.007129
89,6528.64,0.80308,0.50753,0.90157,0.91374,0.8711,0.94312,0.76013,0.74126,0.44665,0.88347,0.007096,0.007096,0.007096
90,6602.04,0.79667,0.50346,0.89995,0.92394,0.86929,0.94395,0.76379,0.73874,0.44423,0.88023,0.007063,0.007063,0.007063
91,6673.39,0.80407,0.50785,0.90103,0.93429,0.85925,0.94661,0.76089,0.73943,0.44464,0.88179,0.00703,0.00703,0.00703
92,6746.87,0.79925,0.50749,0.89899,0.91851,0.86734,0.94371,0.76123,0.7359,0.44435,0.87672,0.006997,0.006997,0.006997
93,6819,0.79616,0.5037,0.89991,0.91705,0.85855,0.94296,0.76114,0.73179,0.44282,0.87735,0.006964,0.006964,0.006964
94,6892.5,0.79768,0.50344,0.90015,0.93252,0.85984,0.9439,0.76039,0.73174,0.44035,0.87563,0.006931,0.006931,0.006931
95,6961.36,0.79225,0.49687,0.89541,0.9155,0.87013,0.9421,0.75992,0.72988,0.44045,0.87786,0.006898,0.006898,0.006898
96,7037.22,0.79409,0.50205,0.89988,0.91847,0.86839,0.94302,0.76298,0.728,0.44088,0.87796,0.006865,0.006865,0.006865
97,7110.48,0.79,0.49804,0.89836,0.92948,0.86177,0.94653,0.76287,0.72667,0.43628,0.87494,0.006832,0.006832,0.006832
98,7185.3,0.78561,0.49653,0.89762,0.9252,0.86485,0.94598,0.76209,0.72335,0.43356,0.87293,0.006799,0.006799,0.006799
99,7255.57,0.7887,0.49706,0.89835,0.92518,0.87258,0.94494,0.7617,0.72022,0.43322,0.87207,0.006766,0.006766,0.006766
100,7330.86,0.78722,0.49616,0.89541,0.92099,0.8701,0.94633,0.76156,0.72035,0.43269,0.87189,0.006733,0.006733,0.006733
101,7403.55,0.78553,0.49572,0.89518,0.90864,0.87203,0.94255,0.7626,0.72111,0.4298,0.874,0.0067,0.0067,0.0067
102,7474.75,0.78395,0.49409,0.8963,0.91732,0.86852,0.94717,0.76039,0.72104,0.43128,0.87319,0.006667,0.006667,0.006667
103,7545.87,0.78895,0.49707,0.89634,0.9226,0.87697,0.94648,0.76533,0.71847,0.43366,0.87312,0.006634,0.006634,0.006634
104,7621.13,0.77962,0.49147,0.89437,0.92289,0.87336,0.94751,0.76443,0.71855,0.43135,0.87015,0.006601,0.006601,0.006601
105,7693.82,0.78472,0.49524,0.89557,0.93255,0.86568,0.94657,0.76818,0.71568,0.43104,0.86973,0.006568,0.006568,0.006568
106,7765.08,0.77646,0.49044,0.89224,0.91171,0.88147,0.94986,0.76634,0.71533,0.42833,0.87074,0.006535,0.006535,0.006535
107,7837.06,0.77357,0.49003,0.8918,0.92764,0.87168,0.9475,0.76805,0.71297,0.42788,0.87239,0.006502,0.006502,0.006502
108,7909.77,0.77309,0.48761,0.89293,0.91616,0.87992,0.9474,0.77327,0.71338,0.42765,0.87276,0.006469,0.006469,0.006469
109,7981.69,0.77418,0.48762,0.89279,0.91906,0.87873,0.9465,0.77028,0.71052,0.4272,0.87122,0.006436,0.006436,0.006436
110,8053.6,0.76992,0.48406,0.89006,0.91543,0.8802,0.94591,0.76838,0.71036,0.42903,0.86892,0.006403,0.006403,0.006403
111,8128.24,0.77192,0.48326,0.89206,0.92297,0.88576,0.94734,0.76852,0.71402,0.42825,0.86802,0.00637,0.00637,0.00637
112,8200.1,0.76817,0.48405,0.89232,0.93156,0.87307,0.94445,0.76756,0.71352,0.42572,0.86955,0.006337,0.006337,0.006337
113,8276.02,0.76797,0.48298,0.88967,0.92972,0.8745,0.94576,0.76929,0.71031,0.42572,0.86919,0.006304,0.006304,0.006304
114,8346.26,0.7698,0.48339,0.89105,0.91507,0.88276,0.9446,0.76834,0.70501,0.42457,0.86885,0.006271,0.006271,0.006271
115,8419.93,0.76714,0.48131,0.88935,0.91782,0.88932,0.94921,0.76951,0.70325,0.42312,0.86872,0.006238,0.006238,0.006238
116,8489.26,0.76008,0.478,0.88732,0.9175,0.88855,0.9502,0.77246,0.70771,0.42379,0.87014,0.006205,0.006205,0.006205
117,8562.66,0.76094,0.4778,0.88816,0.90839,0.89367,0.9508,0.77521,0.70551,0.42132,0.86814,0.006172,0.006172,0.006172
118,8635.76,0.76048,0.47605,0.88749,0.94241,0.87486,0.95134,0.77431,0.70505,0.41975,0.86756,0.006139,0.006139,0.006139
119,8709.56,0.7554,0.4755,0.88807,0.92417,0.88312,0.95221,0.77535,0.70509,0.42028,0.86768,0.006106,0.006106,0.006106
120,8780.64,0.75341,0.47224,0.88743,0.93924,0.87658,0.95291,0.7761,0.70285,0.4186,0.86625,0.006073,0.006073,0.006073
121,8851.9,0.75506,0.47413,0.88643,0.9311,0.8844,0.95316,0.77726,0.70179,0.41703,0.86603,0.00604,0.00604,0.00604
122,8924.12,0.7554,0.47685,0.88846,0.93517,0.88088,0.95152,0.77701,0.70134,0.41806,0.86583,0.006007,0.006007,0.006007
123,8998.61,0.75369,0.47457,0.8869,0.94296,0.87654,0.95207,0.77776,0.70057,0.4179,0.86565,0.005974,0.005974,0.005974
124,9070.19,0.74887,0.46969,0.88362,0.92457,0.89213,0.95359,0.7788,0.69816,0.41721,0.86467,0.005941,0.005941,0.005941
125,9145.85,0.75285,0.47018,0.88665,0.94337,0.87,0.95228,0.77864,0.69822,0.41606,0.86469,0.005908,0.005908,0.005908
126,9218.04,0.75206,0.47291,0.88623,0.93378,0.87985,0.95145,0.77708,0.69752,0.41585,0.86492,0.005875,0.005875,0.005875
127,9290.85,0.75324,0.47135,0.88553,0.92969,0.88055,0.95042,0.77553,0.69806,0.41624,0.86411,0.005842,0.005842,0.005842
128,9364.75,0.7458,0.46618,0.8846,0.93745,0.87738,0.94977,0.77583,0.69637,0.41644,0.86376,0.005809,0.005809,0.005809
129,9434.54,0.74512,0.46869,0.88094,0.93735,0.87018,0.94787,0.77444,0.69377,0.41513,0.86334,0.005776,0.005776,0.005776
130,9509.11,0.74474,0.46655,0.88322,0.93982,0.87044,0.94928,0.77554,0.693,0.41389,0.86343,0.005743,0.005743,0.005743
131,9581.55,0.7446,0.46873,0.88315,0.9186,0.88543,0.94825,0.7767,0.69036,0.4133,0.8621,0.00571,0.00571,0.00571
132,9652.49,0.745,0.46609,0.88405,0.93117,0.87104,0.94777,0.77926,0.69046,0.41262,0.8634,0.005677,0.005677,0.005677
133,9727.21,0.74325,0.46741,0.8837,0.93629,0.86703,0.94788,0.78092,0.68923,0.41334,0.86377,0.005644,0.005644,0.005644
134,9800.04,0.74012,0.46536,0.88175,0.92982,0.87874,0.94929,0.78124,0.68788,0.41267,0.86394,0.005611,0.005611,0.005611
135,9874.25,0.74069,0.46309,0.88395,0.92751,0.88085,0.95117,0.78076,0.68656,0.41217,0.86319,0.005578,0.005578,0.005578
136,9949.03,0.74074,0.46182,0.8809,0.91857,0.88753,0.95049,0.78236,0.68742,0.4118,0.86385,0.005545,0.005545,0.005545
137,10018.8,0.73683,0.46056,0.8789,0.91652,0.88721,0.952,0.78193,0.6878,0.4111,0.8635,0.005512,0.005512,0.005512
138,10094.3,0.73662,0.45908,0.88099,0.92575,0.88814,0.95305,0.78016,0.68658,0.40968,0.8634,0.005479,0.005479,0.005479
139,10166.5,0.73653,0.46248,0.87987,0.93007,0.88844,0.95466,0.78339,0.68611,0.40895,0.86301,0.005446,0.005446,0.005446
140,10237.7,0.73717,0.46358,0.87874,0.94397,0.88394,0.95507,0.78157,0.68514,0.40789,0.86343,0.005413,0.005413,0.005413
141,10309.8,0.73141,0.45986,0.87861,0.94028,0.88325,0.95462,0.7856,0.68472,0.40696,0.86257,0.00538,0.00538,0.00538
142,10381.2,0.73052,0.45771,0.88062,0.9466,0.87984,0.95376,0.78346,0.6845,0.40661,0.86274,0.005347,0.005347,0.005347
143,10457.6,0.72823,0.45494,0.87942,0.94548,0.87844,0.95431,0.78311,0.6837,0.40578,0.86253,0.005314,0.005314,0.005314
144,10530.1,0.7322,0.45856,0.87942,0.94548,0.87827,0.95442,0.784,0.68284,0.40611,0.86187,0.005281,0.005281,0.005281
145,10602.6,0.727,0.45408,0.87722,0.94232,0.88104,0.95437,0.78561,0.68178,0.40508,0.86089,0.005248,0.005248,0.005248
146,10673.4,0.72529,0.45631,0.87705,0.93024,0.88941,0.95454,0.78709,0.68202,0.40441,0.86099,0.005215,0.005215,0.005215
147,10747.2,0.72405,0.45069,0.87683,0.94018,0.87643,0.95493,0.78928,0.68282,0.40465,0.86123,0.005182,0.005182,0.005182
148,10820.5,0.72605,0.45364,0.87827,0.93949,0.88069,0.95507,0.78996,0.68221,0.40373,0.86144,0.005149,0.005149,0.005149
149,10893.3,0.72848,0.4569,0.87951,0.94489,0.8789,0.95569,0.79003,0.68142,0.40301,0.86099,0.005116,0.005116,0.005116
150,10965.4,0.71639,0.44817,0.87699,0.95406,0.87121,0.95581,0.79193,0.68071,0.40344,0.86067,0.005083,0.005083,0.005083
151,11038.7,0.72713,0.45535,0.87785,0.94188,0.88182,0.95606,0.79125,0.6798,0.40296,0.86011,0.00505,0.00505,0.00505
152,11109.2,0.71596,0.44756,0.87474,0.93695,0.88356,0.95623,0.79231,0.6788,0.40185,0.85914,0.005017,0.005017,0.005017
153,11184.7,0.71429,0.44724,0.8738,0.93863,0.88266,0.95529,0.79209,0.67833,0.4013,0.8588,0.004984,0.004984,0.004984
154,11257.1,0.71776,0.4506,0.87551,0.94242,0.8836,0.95601,0.79143,0.67768,0.40144,0.8585,0.004951,0.004951,0.004951
155,11331.3,0.71855,0.44933,0.87371,0.94045,0.88184,0.95481,0.79216,0.67691,0.40125,0.85804,0.004918,0.004918,0.004918
156,11404.4,0.71742,0.44793,0.8737,0.94502,0.88153,0.95471,0.79297,0.67654,0.40037,0.8577,0.004885,0.004885,0.004885
157,11476.7,0.71785,0.4498,0.87514,0.94047,0.88784,0.955,0.79132,0.67604,0.40047,0.85775,0.004852,0.004852,0.004852
158,11549.9,0.7173,0.44768,0.87459,0.94459,0.88364,0.95453,0.79235,0.67525,0.4009,0.85729,0.004819,0.004819,0.004819
159,11627.1,0.71329,0.44441,0.87379,0.94931,0.88197,0.95426,0.7919,0.67465,0.40072,0.85718,0.004786,0.004786,0.004786
160,11699.6,0.70987,0.44429,0.87285,0.95149,0.88216,0.95558,0.79133,0.67381,0.39982,0.85698,0.004753,0.004753,0.004753
161,11773.7,0.71068,0.4444,0.87337,0.95492,0.88205,0.95583,0.79188,0.67238,0.39955,0.85654,0.00472,0.00472,0.00472
162,11847.2,0.70993,0.44281,0.87402,0.94986,0.88835,0.95591,0.79221,0.6727,0.40002,0.85681,0.004687,0.004687,0.004687
163,11920.9,0.71083,0.44329,0.87272,0.9541,0.88401,0.95591,0.79237,0.67234,0.40032,0.85659,0.004654,0.004654,0.004654
164,11993.2,0.71055,0.44346,0.87298,0.95709,0.88161,0.95602,0.79232,0.67165,0.3999,0.85619,0.004621,0.004621,0.004621
165,12069.4,0.70247,0.43647,0.87089,0.95815,0.87937,0.95545,0.7916,0.67132,0.39964,0.85633,0.004588,0.004588,0.004588
166,12141,0.71142,0.44197,0.87282,0.95975,0.8794,0.95601,0.79259,0.67072,0.39931,0.85632,0.004555,0.004555,0.004555
